filename,label,confidence,species_info,frame_number,timestamp,video_source,metadata
Birds_Beak_w2_d1_s2_c1_Morning_f010.jpg,positive,0.7,{'californicus': True},31562,526.5593666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f011.jpg,positive,0.7,{'californicus': True},34718,579.2119666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f012.jpg,positive,0.7,{'californicus': True},37874,631.8645666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f013.jpg,positive,0.7,{'californicus': True},41030,684.5171666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f014.jpg,positive,0.7,{'californicus': True},44186,737.1697666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f015.jpg,positive,0.7,{'californicus': True},47343,789.83905,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f016.jpg,positive,0.7,{'californicus': True},50499,842.49165,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f017.jpg,positive,0.7,{'californicus': True},53655,895.14425,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f018.jpg,positive,0.7,{'californicus': True},56811,947.7968500000001,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f019.jpg,positive,0.7,{'californicus': True},59967,1000.4494500000001,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f020.jpg,positive,0.7,{'californicus': True},63124,1053.1187333333332,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f021.jpg,positive,0.7,{'californicus': True},66280,1105.7713333333334,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f022.jpg,positive,0.7,{'californicus': True},69436,1158.4239333333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f023.jpg,positive,0.7,{'californicus': True},72592,1211.0765333333334,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f024.jpg,positive,0.7,{'californicus': True},75749,1263.7458166666668,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000370.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f000.jpg,positive,0.7,{'californicus': True},0,0.0,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f001.jpg,positive,0.7,{'californicus': True},1337,22.305616666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f002.jpg,positive,0.7,{'californicus': True},2674,44.61123333333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f003.jpg,positive,0.7,{'californicus': True},4012,66.93353333333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f004.jpg,positive,0.7,{'californicus': True},5349,89.23915,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f005.jpg,positive,0.7,{'californicus': True},6687,111.56145000000001,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f006.jpg,positive,0.7,{'californicus': True},8024,133.86706666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f007.jpg,positive,0.7,{'californicus': True},9362,156.18936666666667,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f008.jpg,positive,0.7,{'californicus': True},10699,178.49498333333332,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f009.jpg,positive,0.7,{'californicus': True},12037,200.81728333333334,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f010.jpg,positive,0.7,{'californicus': True},13374,223.12290000000002,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f011.jpg,positive,0.7,{'californicus': True},14712,245.4452,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f012.jpg,positive,0.7,{'californicus': True},16049,267.75081666666665,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f013.jpg,positive,0.7,{'californicus': True},17386,290.05643333333336,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f014.jpg,positive,0.7,{'californicus': True},18724,312.37873333333334,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f015.jpg,positive,0.7,{'californicus': True},20061,334.68435,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f016.jpg,positive,0.7,{'californicus': True},21399,357.00665,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f017.jpg,positive,0.7,{'californicus': True},22736,379.3122666666667,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f018.jpg,positive,0.7,{'californicus': True},24074,401.6345666666667,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f019.jpg,positive,0.7,{'californicus': True},25411,423.9401833333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f020.jpg,positive,0.7,{'californicus': True},26749,446.26248333333336,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f021.jpg,positive,0.7,{'californicus': True},28086,468.5681,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f022.jpg,positive,0.7,{'californicus': True},29424,490.8904,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f023.jpg,positive,0.7,{'californicus': True},30761,513.1960166666667,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s2_c1_Morning_f024.jpg,positive,0.7,{'californicus': True},32099,535.5183166666667,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_2/morning/P1000371.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 2, 'shift': 'Morning', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f000.jpg,positive,0.9,{'californicus': True},0,0.0,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f001.jpg,positive,0.9,{'californicus': True},3156,52.6526,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f002.jpg,positive,0.9,{'californicus': True},6312,105.3052,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f003.jpg,positive,0.9,{'californicus': True},9468,157.9578,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f004.jpg,positive,0.9,{'californicus': True},12624,210.6104,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f005.jpg,positive,0.9,{'californicus': True},15781,263.2796833333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f006.jpg,positive,0.9,{'californicus': True},18937,315.9322833333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f007.jpg,positive,0.9,{'californicus': True},22093,368.5848833333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f008.jpg,positive,0.9,{'californicus': True},25249,421.23748333333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f009.jpg,positive,0.9,{'californicus': True},28405,473.89008333333334,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f010.jpg,positive,0.9,{'californicus': True},31562,526.5593666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f011.jpg,positive,0.9,{'californicus': True},34718,579.2119666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f012.jpg,positive,0.9,{'californicus': True},37874,631.8645666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f013.jpg,positive,0.9,{'californicus': True},41030,684.5171666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f014.jpg,positive,0.9,{'californicus': True},44186,737.1697666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f015.jpg,positive,0.9,{'californicus': True},47343,789.83905,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f016.jpg,positive,0.9,{'californicus': True},50499,842.49165,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f017.jpg,positive,0.9,{'californicus': True},53655,895.14425,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f018.jpg,positive,0.9,{'californicus': True},56811,947.7968500000001,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f019.jpg,positive,0.9,{'californicus': True},59967,1000.4494500000001,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f020.jpg,positive,0.9,{'californicus': True},63124,1053.1187333333332,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f021.jpg,positive,0.9,{'californicus': True},66280,1105.7713333333334,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f022.jpg,positive,0.9,{'californicus': True},69436,1158.4239333333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f023.jpg,positive,0.9,{'californicus': True},72592,1211.0765333333334,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f024.jpg,positive,0.9,{'californicus': True},75749,1263.7458166666668,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000087.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f000.jpg,positive,0.9,{'californicus': True},0,0.0,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000088.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f001.jpg,positive,0.9,{'californicus': True},1337,22.305616666666666,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000088.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f002.jpg,positive,0.9,{'californicus': True},2674,44.61123333333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000088.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f003.jpg,positive,0.9,{'californicus': True},4012,66.93353333333333,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000088.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
Birds_Beak_w2_d1_s3_c1_Mid_f004.jpg,positive,0.9,{'californicus': True},5349,89.23915,/Volumes/Expansion/summer2025_ncos_kb_collections/birds_beak/week_2/day_1/site_3/mid/P1000088.MP4,"{'plant_type': 'Birds_Beak', 'week': '2', 'day': 1, 'site': 3, 'shift': 'Mid', 'camera': 1}"
